"","species_id","bwg_name","domain","kingdom","phylum","subphylum","class","subclass","ord","subord","family","subfamily","tribe","genus","species","functional_group","BS1","BS2","BS3","BS4","BS5","LO1","LO2","LO3","LO4","LO5","LO6","LO7","MD1","MD2","MD3","MD4","MD5","MD6","MD7","MD8","BF1","BF2","BF3","BF4","stage","length_mm","biomass_type","biomass_mg","provenance","provenance_species","closest_relative","num_relatives","shared_taxon","r_squared","sample_size","intercept","slope","abundance","ln_intercept"
"582","4581","Diptera.300","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia",NA,"filter.feeder",0,2,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,"larva",10,"dry",1.04506317283004,"length.interpolate","related","Diptera.456;Diptera.457;Diptera.461",4,"genus",0.880397522929125,19,-2.96049203969658,2.97963458352379,1,NA
"583","4581","Diptera.300","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia",NA,"filter.feeder",0,2,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,"larva",4,"dry",0.0681438602098995,"length.interpolate","related","Diptera.456;Diptera.457;Diptera.461",4,"genus",0.880397522929125,19,-2.96049203969658,2.97963458352379,1,NA
"584","4581","Diptera.300","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia",NA,"filter.feeder",0,2,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,"larva",6,"dry",0.1802,"length.raw","related","Diptera.461",4,"genus",NA,NA,NA,NA,1,NA
"585","4581","Diptera.300","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia",NA,"filter.feeder",0,2,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,"larva",9,"dry",0.765790761709168,"length.interpolate","related","Diptera.456;Diptera.457;Diptera.461",4,"genus",0.810533386766322,6,-2.75887402736784,2.76971956715058,1,NA
"586","4586","Diptera.454","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex",NA,"filter.feeder",0,3,1,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"587","4591","Diptera.455","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Runchomyia","frontosa","filter.feeder",0,3,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"588","4596","Diptera.456","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia","(Phoniomyia) pallidoventer","filter.feeder",0,3,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"589","4601","Diptera.457","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia",NA,"filter.feeder",0,2,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"590","4606","Diptera.458","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia",NA,"filter.feeder",0,2,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"591","4611","Diptera.459","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex","(Microculex) daumasturus","filter.feeder",0,3,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"592","4616","Diptera.460","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex",NA,"filter.feeder",0,3,1,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"593","4621","Diptera.461","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia","forcipenis","filter.feeder",0,3,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"594","4626","Coleoptera.63","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Adephaga","Dytiscidae",NA,NA,NA,NA,"engulfer",0,3,0,0,0,1,1,3,1,0,0,0,0,0,1,1,0,3,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"595","4631","Diptera.462","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex","(Microculex) siphanulatus","filter.feeder",0,3,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"596","4636","Diptera.463","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex","(Microculex) albipes","filter.feeder",0,3,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"597","4641","Diptera.464","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex","(Microculex) carioca","filter.feeder",0,3,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"598","4646","Diptera.467","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex","(Microculex) neglectus","filter.feeder",0,3,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"599","4651","Diptera.373","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex","(Microculex) hedys","filter.feeder",0,3,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"600","4656","Diptera.374","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex",NA,"filter.feeder",0,3,1,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"601","4661","Diptera.375","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex",NA,"filter.feeder",0,3,1,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"602","4666","Diptera.383","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex",NA,"filter.feeder",0,3,1,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"603","4671","Diptera.486","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae",NA,NA,NA,NA,"filter.feeder",0,2,2,1,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"604","4676","Diptera.10","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Anophelinae",NA,"Anopheles","bellator","filter.feeder",0,3,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"605","4681","Coleoptera.56","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,3,2,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"606","4686","Diptera.163","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Limatus","durhami","filter.feeder",0,0,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"607","4691","Diptera.197","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia","(Phoniomyia) edwardsi","filter.feeder",0,0,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"608","4696","Diptera.198","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia","(Phoniomyia) mulhensi","filter.feeder",0,0,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"609","4701","Diptera.199","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia",NA,"filter.feeder",0,2,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"610","4706","Diptera.200","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia","(Phoniomyia) theobaldi","filter.feeder",0,0,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"611","4711","Diptera.307","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia",NA,"filter.feeder",0,2,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"612","4716","Diptera.350","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex",NA,"filter.feeder",0,3,1,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"613","4721","Diptera.6","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Aedes","albopictus","filter.feeder",0,3,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"614","4726","Diptera.91","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex",NA,"filter.feeder",0,3,1,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"615","4731","Diptera.92","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex",NA,"filter.feeder",0,3,1,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"616","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",11,"dry",1.33602460472415,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"617","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",10,"dry",1.05396839152839,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"618","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",13,"dry",2.02452802143767,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"619","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",6,"dry",0.295704463527143,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"620","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",20,"dry",5.91294458240283,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"621","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",4,"dry",0.10782882584986,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"622","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",19,"dry",5.20450143693046,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"623","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",25,"dry",10.3019703830186,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"624","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",3,"dry",0.052708621474145,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"625","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",27,"dry",12.4761362762104,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"626","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",12,"dry",1.65895307644818,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"627","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",7,"dry",0.433934835214351,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"628","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",22,"dry",7.49532861892074,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"629","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",16,"dry",3.39380840117717,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"630","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",8,"dry",0.604938323350674,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"631","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",21,"dry",6.67611396287698,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"632","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",14,"dry",2.43444931899313,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"633","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",23,"dry",8.37187579036388,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"634","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",17,"dry",3.94634371931181,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"635","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",18,"dry",4.54943124550817,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"636","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",26,"dry",11.3579516164837,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"637","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",9,"dry",0.81092536305299,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"638","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",5,"dry",0.187867373837202,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"639","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",24,"dry",9.30701307998436,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"640","4736","Coleoptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Elateridae","Agrypninae",NA,"Platycrepidius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,0,3,0,"larva",15,"dry",2.89035102937525,"length.interpolate","related","Coleoptera.56",1,"family",0.865101630140479,8,-2.46521756801479,2.48804515461177,1,NA
"641","4741","Diptera.158","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Haemagogus",NA,"filter.feeder",0,0,3,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"642","4746","Diptera.99","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex",NA,"filter.feeder",0,3,1,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"643","4751","Diptera.11","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Anophelinae",NA,"Anopheles","kompii","filter.feeder",0,3,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"644","4756","Diptera.12","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Anophelinae",NA,"Anopheles","neivai","filter.feeder",0,3,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"645","4761","Diptera.192","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Orthopodomyia",NA,"filter.feeder",0,0,3,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,"larva",5,"dry",0.1789,"length.raw","related","Diptera.463;Diptera.113;Diptera.457",21,"subfamily",NA,NA,NA,NA,1,NA
"646","4761","Diptera.192","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Orthopodomyia",NA,"filter.feeder",0,0,3,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,"larva",3,"dry",0.0511,"length.raw","related","Diptera.463;Diptera.464",21,"subfamily",NA,NA,NA,NA,1,NA
"647","4761","Diptera.192","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Orthopodomyia",NA,"filter.feeder",0,0,3,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,"larva",1,"dry",0.0049,"length.raw","related","Diptera.463;Diptera.113;Diptera.462;Diptera.102;Diptera.465",21,"subfamily",NA,NA,NA,NA,1,NA
"648","4761","Diptera.192","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Orthopodomyia",NA,"filter.feeder",0,0,3,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,"larva",4,"dry",0.0812,"length.raw","related","Diptera.105;Diptera.373;Diptera.462",21,"subfamily",NA,NA,NA,NA,1,NA
